Date,Code,Description,Unit of Measure,Value
1967/01,KBP5356M,London gold price in rand,[object Object],25.14
1967/02,KBP5356M,London gold price in rand,[object Object],25.12
1967/03,KBP5356M,London gold price in rand,[object Object],25.11
1967/04,KBP5356M,London gold price in rand,[object Object],25.13
1967/05,KBP5356M,London gold price in rand,[object Object],25.13
1967/06,KBP5356M,London gold price in rand,[object Object],25.14
1967/07,KBP5356M,London gold price in rand,[object Object],25.14
1967/08,KBP5356M,London gold price in rand,[object Object],25.14
1967/09,KBP5356M,London gold price in rand,[object Object],25.14
1967/10,KBP5356M,London gold price in rand,[object Object],25.14
1967/11,KBP5356M,London gold price in rand,[object Object],25.14
1967/12,KBP5356M,London gold price in rand,[object Object],25.14
1968/01,KBP5356M,London gold price in rand,[object Object],25.13
1968/02,KBP5356M,London gold price in rand,[object Object],25.14
1968/03,KBP5356M,London gold price in rand,[object Object],25.14
1968/04,KBP5356M,London gold price in rand,[object Object],27.05
1968/05,KBP5356M,London gold price in rand,[object Object],29.07
1968/06,KBP5356M,London gold price in rand,[object Object],29.40
1968/07,KBP5356M,London gold price in rand,[object Object],28.21
1968/08,KBP5356M,London gold price in rand,[object Object],27.99
1968/09,KBP5356M,London gold price in rand,[object Object],28.71
1968/10,KBP5356M,London gold price in rand,[object Object],28.01
1968/11,KBP5356M,London gold price in rand,[object Object],28.42
1968/12,KBP5356M,London gold price in rand,[object Object],29.36
1969/01,KBP5356M,London gold price in rand,[object Object],30.21
1969/02,KBP5356M,London gold price in rand,[object Object],30.44
1969/03,KBP5356M,London gold price in rand,[object Object],30.84
1969/04,KBP5356M,London gold price in rand,[object Object],30.94
1969/05,KBP5356M,London gold price in rand,[object Object],31.05
1969/06,KBP5356M,London gold price in rand,[object Object],29.60
1969/07,KBP5356M,London gold price in rand,[object Object],29.83
1969/08,KBP5356M,London gold price in rand,[object Object],29.36
1969/09,KBP5356M,London gold price in rand,[object Object],29.19
1969/10,KBP5356M,London gold price in rand,[object Object],28.91
1969/11,KBP5356M,London gold price in rand,[object Object],26.80
1969/12,KBP5356M,London gold price in rand,[object Object],25.13
1970/01,KBP5356M,London gold price in rand,[object Object],24.96
1970/02,KBP5356M,London gold price in rand,[object Object],25.00
1970/03,KBP5356M,London gold price in rand,[object Object],25.06
1970/04,KBP5356M,London gold price in rand,[object Object],25.44
1970/05,KBP5356M,London gold price in rand,[object Object],25.68
1970/06,KBP5356M,London gold price in rand,[object Object],25.31
1970/07,KBP5356M,London gold price in rand,[object Object],25.23
1970/08,KBP5356M,London gold price in rand,[object Object],25.27
1970/09,KBP5356M,London gold price in rand,[object Object],25.86
1970/10,KBP5356M,London gold price in rand,[object Object],26.77
1970/11,KBP5356M,London gold price in rand,[object Object],26.75
1970/12,KBP5356M,London gold price in rand,[object Object],26.74
1971/01,KBP5356M,London gold price in rand,[object Object],27.05
1971/02,KBP5356M,London gold price in rand,[object Object],27.66
1971/03,KBP5356M,London gold price in rand,[object Object],27.76
1971/04,KBP5356M,London gold price in rand,[object Object],27.84
1971/05,KBP5356M,London gold price in rand,[object Object],28.93
1971/06,KBP5356M,London gold price in rand,[object Object],28.65
1971/07,KBP5356M,London gold price in rand,[object Object],29.24
1971/08,KBP5356M,London gold price in rand,[object Object],30.52
1971/09,KBP5356M,London gold price in rand,[object Object],30.00
1971/10,KBP5356M,London gold price in rand,[object Object],30.35
1971/11,KBP5356M,London gold price in rand,[object Object],30.61
1971/12,KBP5356M,London gold price in rand,[object Object],32.60
1972/01,KBP5356M,London gold price in rand,[object Object],34.28
1972/02,KBP5356M,London gold price in rand,[object Object],36.20
1972/03,KBP5356M,London gold price in rand,[object Object],36.26
1972/04,KBP5356M,London gold price in rand,[object Object],36.78
1972/05,KBP5356M,London gold price in rand,[object Object],40.93
1972/06,KBP5356M,London gold price in rand,[object Object],46.81
1972/07,KBP5356M,London gold price in rand,[object Object],52.47
1972/08,KBP5356M,London gold price in rand,[object Object],53.40
1972/09,KBP5356M,London gold price in rand,[object Object],52.38
1972/10,KBP5356M,London gold price in rand,[object Object],52.14
1972/11,KBP5356M,London gold price in rand,[object Object],49.18
1972/12,KBP5356M,London gold price in rand,[object Object],49.98
1973/01,KBP5356M,London gold price in rand,[object Object],50.99
1973/02,KBP5356M,London gold price in rand,[object Object],54.16
1973/03,KBP5356M,London gold price in rand,[object Object],59.35
1973/04,KBP5356M,London gold price in rand,[object Object],63.74
1973/05,KBP5356M,London gold price in rand,[object Object],71.84
1973/06,KBP5356M,London gold price in rand,[object Object],80.89
1973/07,KBP5356M,London gold price in rand,[object Object],80.71
1973/08,KBP5356M,London gold price in rand,[object Object],71.47
1973/09,KBP5356M,London gold price in rand,[object Object],69.13
1973/10,KBP5356M,London gold price in rand,[object Object],67.11
1973/11,KBP5356M,London gold price in rand,[object Object],63.61
1973/12,KBP5356M,London gold price in rand,[object Object],71.46
1974/01,KBP5356M,London gold price in rand,[object Object],86.65
1974/02,KBP5356M,London gold price in rand,[object Object],101.09
1974/03,KBP5356M,London gold price in rand,[object Object],112.99
1974/04,KBP5356M,London gold price in rand,[object Object],115.59
1974/05,KBP5356M,London gold price in rand,[object Object],109.68
1974/06,KBP5356M,London gold price in rand,[object Object],102.71
1974/07,KBP5356M,London gold price in rand,[object Object],95.09
1974/08,KBP5356M,London gold price in rand,[object Object],106.58
1974/09,KBP5356M,London gold price in rand,[object Object],106.02
1974/10,KBP5356M,London gold price in rand,[object Object],110.95
1974/11,KBP5356M,London gold price in rand,[object Object],125.92
1974/12,KBP5356M,London gold price in rand,[object Object],126.44
1975/01,KBP5356M,London gold price in rand,[object Object],120.12
1975/02,KBP5356M,London gold price in rand,[object Object],120.52
1975/03,KBP5356M,London gold price in rand,[object Object],121.21
1975/04,KBP5356M,London gold price in rand,[object Object],115.62
1975/05,KBP5356M,London gold price in rand,[object Object],113.84
1975/06,KBP5356M,London gold price in rand,[object Object],112.24
1975/07,KBP5356M,London gold price in rand,[object Object],117.87
1975/08,KBP5356M,London gold price in rand,[object Object],116.49
1975/09,KBP5356M,London gold price in rand,[object Object],109.68
1975/10,KBP5356M,London gold price in rand,[object Object],124.11
1975/11,KBP5356M,London gold price in rand,[object Object],123.90
1975/12,KBP5356M,London gold price in rand,[object Object],121.12
1976/01,KBP5356M,London gold price in rand,[object Object],114.43
1976/02,KBP5356M,London gold price in rand,[object Object],113.92
1976/03,KBP5356M,London gold price in rand,[object Object],115.33
1976/04,KBP5356M,London gold price in rand,[object Object],111.24
1976/05,KBP5356M,London gold price in rand,[object Object],110.37
1976/06,KBP5356M,London gold price in rand,[object Object],109.30
1976/07,KBP5356M,London gold price in rand,[object Object],102.45
1976/08,KBP5356M,London gold price in rand,[object Object],95.64
1976/09,KBP5356M,London gold price in rand,[object Object],99.24
1976/10,KBP5356M,London gold price in rand,[object Object],100.97
1976/11,KBP5356M,London gold price in rand,[object Object],113.39
1976/12,KBP5356M,London gold price in rand,[object Object],116.32
1977/01,KBP5356M,London gold price in rand,[object Object],115.03
1977/02,KBP5356M,London gold price in rand,[object Object],118.46
1977/03,KBP5356M,London gold price in rand,[object Object],128.94
1977/04,KBP5356M,London gold price in rand,[object Object],129.72
1977/05,KBP5356M,London gold price in rand,[object Object],127.45
1977/06,KBP5356M,London gold price in rand,[object Object],122.37
1977/07,KBP5356M,London gold price in rand,[object Object],124.66
1977/08,KBP5356M,London gold price in rand,[object Object],126.07
1977/09,KBP5356M,London gold price in rand,[object Object],129.94
1977/10,KBP5356M,London gold price in rand,[object Object],138.14
1977/11,KBP5356M,London gold price in rand,[object Object],140.97
1977/12,KBP5356M,London gold price in rand,[object Object],139.54
1978/01,KBP5356M,London gold price in rand,[object Object],150.60
1978/02,KBP5356M,London gold price in rand,[object Object],155.01
1978/03,KBP5356M,London gold price in rand,[object Object],159.75
1978/04,KBP5356M,London gold price in rand,[object Object],152.43
1978/05,KBP5356M,London gold price in rand,[object Object],153.26
1978/06,KBP5356M,London gold price in rand,[object Object],159.79
1978/07,KBP5356M,London gold price in rand,[object Object],164.04
1978/08,KBP5356M,London gold price in rand,[object Object],179.16
1978/09,KBP5356M,London gold price in rand,[object Object],184.47
1978/10,KBP5356M,London gold price in rand,[object Object],197.75
1978/11,KBP5356M,London gold price in rand,[object Object],179.63
1978/12,KBP5356M,London gold price in rand,[object Object],180.75
1979/01,KBP5356M,London gold price in rand,[object Object],197.50
1979/02,KBP5356M,London gold price in rand,[object Object],209.90
1979/03,KBP5356M,London gold price in rand,[object Object],204.33
1979/04,KBP5356M,London gold price in rand,[object Object],202.60
1979/05,KBP5356M,London gold price in rand,[object Object],217.86
1979/06,KBP5356M,London gold price in rand,[object Object],235.92
1979/07,KBP5356M,London gold price in rand,[object Object],248.57
1979/08,KBP5356M,London gold price in rand,[object Object],251.78
1979/09,KBP5356M,London gold price in rand,[object Object],295.17
1979/10,KBP5356M,London gold price in rand,[object Object],323.71
1979/11,KBP5356M,London gold price in rand,[object Object],324.83
1979/12,KBP5356M,London gold price in rand,[object Object],380.33
1980/01,KBP5356M,London gold price in rand,[object Object],553.79
1980/02,KBP5356M,London gold price in rand,[object Object],541.41
1980/03,KBP5356M,London gold price in rand,[object Object],447.77
1980/04,KBP5356M,London gold price in rand,[object Object],416.77
1980/05,KBP5356M,London gold price in rand,[object Object],406.00
1980/06,KBP5356M,London gold price in rand,[object Object],465.34
1980/07,KBP5356M,London gold price in rand,[object Object],492.95
1980/08,KBP5356M,London gold price in rand,[object Object],476.09
1980/09,KBP5356M,London gold price in rand,[object Object],508.90
1980/10,KBP5356M,London gold price in rand,[object Object],496.29
1980/11,KBP5356M,London gold price in rand,[object Object],467.74
1980/12,KBP5356M,London gold price in rand,[object Object],448.56
1981/01,KBP5356M,London gold price in rand,[object Object],417.64
1981/02,KBP5356M,London gold price in rand,[object Object],386.53
1981/03,KBP5356M,London gold price in rand,[object Object],394.50
1981/04,KBP5356M,London gold price in rand,[object Object],401.87
1981/05,KBP5356M,London gold price in rand,[object Object],402.13
1981/06,KBP5356M,London gold price in rand,[object Object],399.32
1981/07,KBP5356M,London gold price in rand,[object Object],376.72
1981/08,KBP5356M,London gold price in rand,[object Object],389.66
1981/09,KBP5356M,London gold price in rand,[object Object],420.16
1981/10,KBP5356M,London gold price in rand,[object Object],418.21
1981/11,KBP5356M,London gold price in rand,[object Object],398.04
1981/12,KBP5356M,London gold price in rand,[object Object],398.15
1982/01,KBP5356M,London gold price in rand,[object Object],371.04
1982/02,KBP5356M,London gold price in rand,[object Object],367.15
1982/03,KBP5356M,London gold price in rand,[object Object],337.14
1982/04,KBP5356M,London gold price in rand,[object Object],368.73
1982/05,KBP5356M,London gold price in rand,[object Object],355.49
1982/06,KBP5356M,London gold price in rand,[object Object],351.47
1982/07,KBP5356M,London gold price in rand,[object Object],387.89
1982/08,KBP5356M,London gold price in rand,[object Object],418.49
1982/09,KBP5356M,London gold price in rand,[object Object],503.79
1982/10,KBP5356M,London gold price in rand,[object Object],489.49
1982/11,KBP5356M,London gold price in rand,[object Object],472.95
1982/12,KBP5356M,London gold price in rand,[object Object],483.23
1983/01,KBP5356M,London gold price in rand,[object Object],512.74
1983/02,KBP5356M,London gold price in rand,[object Object],539.70
1983/03,KBP5356M,London gold price in rand,[object Object],457.82
1983/04,KBP5356M,London gold price in rand,[object Object],473.18
1983/05,KBP5356M,London gold price in rand,[object Object],473.33
1983/06,KBP5356M,London gold price in rand,[object Object],450.31
1983/07,KBP5356M,London gold price in rand,[object Object],463.11
1983/08,KBP5356M,London gold price in rand,[object Object],464.13
1983/09,KBP5356M,London gold price in rand,[object Object],458.64
1983/10,KBP5356M,London gold price in rand,[object Object],442.84
1983/11,KBP5356M,London gold price in rand,[object Object],452.27
1983/12,KBP5356M,London gold price in rand,[object Object],471.79
1984/01,KBP5356M,London gold price in rand,[object Object],465.56
1984/02,KBP5356M,London gold price in rand,[object Object],474.82
1984/03,KBP5356M,London gold price in rand,[object Object],479.91
1984/04,KBP5356M,London gold price in rand,[object Object],475.22
1984/05,KBP5356M,London gold price in rand,[object Object],481.34
1984/06,KBP5356M,London gold price in rand,[object Object],493.38
1984/07,KBP5356M,London gold price in rand,[object Object],521.05
1984/08,KBP5356M,London gold price in rand,[object Object],546.00
1984/09,KBP5356M,London gold price in rand,[object Object],566.27
1984/10,KBP5356M,London gold price in rand,[object Object],600.64
1984/11,KBP5356M,London gold price in rand,[object Object],613.60
1984/12,KBP5356M,London gold price in rand,[object Object],603.31
1985/01,KBP5356M,London gold price in rand,[object Object],657.03
1985/02,KBP5356M,London gold price in rand,[object Object],588.65
1985/03,KBP5356M,London gold price in rand,[object Object],605.40
1985/04,KBP5356M,London gold price in rand,[object Object],628.01
1985/05,KBP5356M,London gold price in rand,[object Object],629.13
1985/06,KBP5356M,London gold price in rand,[object Object],625.24
1985/07,KBP5356M,London gold price in rand,[object Object],620.19
1985/08,KBP5356M,London gold price in rand,[object Object],786.56
1985/09,KBP5356M,London gold price in rand,[object Object],810.56
1985/10,KBP5356M,London gold price in rand,[object Object],848.78
1985/11,KBP5356M,London gold price in rand,[object Object],864.42
1985/12,KBP5356M,London gold price in rand,[object Object],863.64
1986/01,KBP5356M,London gold price in rand,[object Object],812.67
1986/02,KBP5356M,London gold price in rand,[object Object],706.78
1986/03,KBP5356M,London gold price in rand,[object Object],701.83
1986/04,KBP5356M,London gold price in rand,[object Object],697.63
1986/05,KBP5356M,London gold price in rand,[object Object],749.74
1986/06,KBP5356M,London gold price in rand,[object Object],866.98
1986/07,KBP5356M,London gold price in rand,[object Object],889.22
1986/08,KBP5356M,London gold price in rand,[object Object],978.51
1986/09,KBP5356M,London gold price in rand,[object Object],967.46
1986/10,KBP5356M,London gold price in rand,[object Object],950.94
1986/11,KBP5356M,London gold price in rand,[object Object],893.80
1986/12,KBP5356M,London gold price in rand,[object Object],868.98
1987/01,KBP5356M,London gold price in rand,[object Object],853.18
1987/02,KBP5356M,London gold price in rand,[object Object],833.80
1987/03,KBP5356M,London gold price in rand,[object Object],846.26
1987/04,KBP5356M,London gold price in rand,[object Object],886.14
1987/05,KBP5356M,London gold price in rand,[object Object],924.52
1987/06,KBP5356M,London gold price in rand,[object Object],909.03
1987/07,KBP5356M,London gold price in rand,[object Object],927.59
1987/08,KBP5356M,London gold price in rand,[object Object],955.77
1987/09,KBP5356M,London gold price in rand,[object Object],941.55
1987/10,KBP5356M,London gold price in rand,[object Object],953.14
1987/11,KBP5356M,London gold price in rand,[object Object],924.86
1987/12,KBP5356M,London gold price in rand,[object Object],949.91
1988/01,KBP5356M,London gold price in rand,[object Object],941.77
1988/02,KBP5356M,London gold price in rand,[object Object],909.14
1988/03,KBP5356M,London gold price in rand,[object Object],945.89
1988/04,KBP5356M,London gold price in rand,[object Object],968.25
1988/05,KBP5356M,London gold price in rand,[object Object],998.05
1988/06,KBP5356M,London gold price in rand,[object Object],1024.90
1988/07,KBP5356M,London gold price in rand,[object Object],1047.56
1988/08,KBP5356M,London gold price in rand,[object Object],1057.46
1988/09,KBP5356M,London gold price in rand,[object Object],1014.84
1988/10,KBP5356M,London gold price in rand,[object Object],1002.53
1988/11,KBP5356M,London gold price in rand,[object Object],1005.81
1988/12,KBP5356M,London gold price in rand,[object Object],982.79
1989/01,KBP5356M,London gold price in rand,[object Object],964.91
1989/02,KBP5356M,London gold price in rand,[object Object],954.29
1989/03,KBP5356M,London gold price in rand,[object Object],989.81
1989/04,KBP5356M,London gold price in rand,[object Object],979.63
1989/05,KBP5356M,London gold price in rand,[object Object],992.02
1989/06,KBP5356M,London gold price in rand,[object Object],1021.96
1989/07,KBP5356M,London gold price in rand,[object Object],1010.12
1989/08,KBP5356M,London gold price in rand,[object Object],994.08
1989/09,KBP5356M,London gold price in rand,[object Object],1008.79
1989/10,KBP5356M,London gold price in rand,[object Object],980.22
1989/11,KBP5356M,London gold price in rand,[object Object],1036.61
1989/12,KBP5356M,London gold price in rand,[object Object],1054.25
1990/01,KBP5356M,London gold price in rand,[object Object],1048.40
1990/02,KBP5356M,London gold price in rand,[object Object],1060.06
1990/03,KBP5356M,London gold price in rand,[object Object],1027.86
1990/04,KBP5356M,London gold price in rand,[object Object],994.11
1990/05,KBP5356M,London gold price in rand,[object Object],976.53
1990/06,KBP5356M,London gold price in rand,[object Object],939.16
1990/07,KBP5356M,London gold price in rand,[object Object],951.31
1990/08,KBP5356M,London gold price in rand,[object Object],1016.43
1990/09,KBP5356M,London gold price in rand,[object Object],1001.27
1990/10,KBP5356M,London gold price in rand,[object Object],967.96
1990/11,KBP5356M,London gold price in rand,[object Object],963.81
1990/12,KBP5356M,London gold price in rand,[object Object],955.67
1991/01,KBP5356M,London gold price in rand,[object Object],984.53
1991/02,KBP5356M,London gold price in rand,[object Object],923.65
1991/03,KBP5356M,London gold price in rand,[object Object],962.95
1991/04,KBP5356M,London gold price in rand,[object Object],982.06
1991/05,KBP5356M,London gold price in rand,[object Object],997.70
1991/06,KBP5356M,London gold price in rand,[object Object],1050.08
1991/07,KBP5356M,London gold price in rand,[object Object],1059.51
1991/08,KBP5356M,London gold price in rand,[object Object],1022.48
1991/09,KBP5356M,London gold price in rand,[object Object],988.96
1991/10,KBP5356M,London gold price in rand,[object Object],1015.49
1991/11,KBP5356M,London gold price in rand,[object Object],1006.45
1991/12,KBP5356M,London gold price in rand,[object Object],1000.45
1992/01,KBP5356M,London gold price in rand,[object Object],986.35
1992/02,KBP5356M,London gold price in rand,[object Object],996.87
1992/03,KBP5356M,London gold price in rand,[object Object],992.47
1992/04,KBP5356M,London gold price in rand,[object Object],974.48
1992/05,KBP5356M,London gold price in rand,[object Object],959.62
1992/06,KBP5356M,London gold price in rand,[object Object],957.18
1992/07,KBP5356M,London gold price in rand,[object Object],971.10
1992/08,KBP5356M,London gold price in rand,[object Object],949.32
1992/09,KBP5356M,London gold price in rand,[object Object],966.40
1992/10,KBP5356M,London gold price in rand,[object Object],994.26
1992/11,KBP5356M,London gold price in rand,[object Object],1003.91
1992/12,KBP5356M,London gold price in rand,[object Object],1007.79
1993/01,KBP5356M,London gold price in rand,[object Object],1009.94
1993/02,KBP5356M,London gold price in rand,[object Object],1028.13
1993/03,KBP5356M,London gold price in rand,[object Object],1048.99
1993/04,KBP5356M,London gold price in rand,[object Object],1083.92
1993/05,KBP5356M,London gold price in rand,[object Object],1162.47
1993/06,KBP5356M,London gold price in rand,[object Object],1204.56
1993/07,KBP5356M,London gold price in rand,[object Object],1312.63
1993/08,KBP5356M,London gold price in rand,[object Object],1274.23
1993/09,KBP5356M,London gold price in rand,[object Object],1211.04
1993/10,KBP5356M,London gold price in rand,[object Object],1233.19
1993/11,KBP5356M,London gold price in rand,[object Object],1257.74
1993/12,KBP5356M,London gold price in rand,[object Object],1293.90
1994/01,KBP5356M,London gold price in rand,[object Object],1319.50
1994/02,KBP5356M,London gold price in rand,[object Object],1316.90
1994/03,KBP5356M,London gold price in rand,[object Object],1326.90
1994/04,KBP5356M,London gold price in rand,[object Object],1355.60
1994/05,KBP5356M,London gold price in rand,[object Object],1383.35
1994/06,KBP5356M,London gold price in rand,[object Object],1399.64
1994/07,KBP5356M,London gold price in rand,[object Object],1413.65
1994/08,KBP5356M,London gold price in rand,[object Object],1368.77
1994/09,KBP5356M,London gold price in rand,[object Object],1392.01
1994/10,KBP5356M,London gold price in rand,[object Object],1379.28
1994/11,KBP5356M,London gold price in rand,[object Object],1354.64
1994/12,KBP5356M,London gold price in rand,[object Object],1350.97
1995/01,KBP5356M,London gold price in rand,[object Object],1339.92
1995/02,KBP5356M,London gold price in rand,[object Object],1341.10
1995/03,KBP5356M,London gold price in rand,[object Object],1374.32
1995/04,KBP5356M,London gold price in rand,[object Object],1409.77
1995/05,KBP5356M,London gold price in rand,[object Object],1409.77
1995/06,KBP5356M,London gold price in rand,[object Object],1418.33
1995/07,KBP5356M,London gold price in rand,[object Object],1405.50
1995/08,KBP5356M,London gold price in rand,[object Object],1396.56
1995/09,KBP5356M,London gold price in rand,[object Object],1402.63
1995/10,KBP5356M,London gold price in rand,[object Object],1398.63
1995/11,KBP5356M,London gold price in rand,[object Object],1405.81
1995/12,KBP5356M,London gold price in rand,[object Object],1419.37
1996/01,KBP5356M,London gold price in rand,[object Object],1453.16
1996/02,KBP5356M,London gold price in rand,[object Object],1516.39
1996/03,KBP5356M,London gold price in rand,[object Object],1556.87
1996/04,KBP5356M,London gold price in rand,[object Object],1656.61
1996/05,KBP5356M,London gold price in rand,[object Object],1715.25
1996/06,KBP5356M,London gold price in rand,[object Object],1676.56
1996/07,KBP5356M,London gold price in rand,[object Object],1684.47
1996/08,KBP5356M,London gold price in rand,[object Object],1752.87
1996/09,KBP5356M,London gold price in rand,[object Object],1724.53
1996/10,KBP5356M,London gold price in rand,[object Object],1743.71
1996/11,KBP5356M,London gold price in rand,[object Object],1758.73
1996/12,KBP5356M,London gold price in rand,[object Object],1729.10
1997/01,KBP5356M,London gold price in rand,[object Object],1648.27
1997/02,KBP5356M,London gold price in rand,[object Object],1543.99
1997/03,KBP5356M,London gold price in rand,[object Object],1561.45
1997/04,KBP5356M,London gold price in rand,[object Object],1532.18
1997/05,KBP5356M,London gold price in rand,[object Object],1536.38
1997/06,KBP5356M,London gold price in rand,[object Object],1531.76
1997/07,KBP5356M,London gold price in rand,[object Object],1476.87
1997/08,KBP5356M,London gold price in rand,[object Object],1517.10
1997/09,KBP5356M,London gold price in rand,[object Object],1513.94
1997/10,KBP5356M,London gold price in rand,[object Object],1530.39
1997/11,KBP5356M,London gold price in rand,[object Object],1481.20
1997/12,KBP5356M,London gold price in rand,[object Object],1408.22
1998/01,KBP5356M,London gold price in rand,[object Object],1429.06
1998/02,KBP5356M,London gold price in rand,[object Object],1468.66
1998/03,KBP5356M,London gold price in rand,[object Object],1472.14
1998/04,KBP5356M,London gold price in rand,[object Object],1555.81
1998/05,KBP5356M,London gold price in rand,[object Object],1521.78
1998/06,KBP5356M,London gold price in rand,[object Object],1574.83
1998/07,KBP5356M,London gold price in rand,[object Object],1821.17
1998/08,KBP5356M,London gold price in rand,[object Object],1786.23
1998/09,KBP5356M,London gold price in rand,[object Object],1761.42
1998/10,KBP5356M,London gold price in rand,[object Object],1713.57
1998/11,KBP5356M,London gold price in rand,[object Object],1658.73
1998/12,KBP5356M,London gold price in rand,[object Object],1711.63
1999/01,KBP5356M,London gold price in rand,[object Object],1716.62
1999/02,KBP5356M,London gold price in rand,[object Object],1753.09
1999/03,KBP5356M,London gold price in rand,[object Object],1770.16
1999/04,KBP5356M,London gold price in rand,[object Object],1726.73
1999/05,KBP5356M,London gold price in rand,[object Object],1710.38
1999/06,KBP5356M,London gold price in rand,[object Object],1585.51
1999/07,KBP5356M,London gold price in rand,[object Object],1561.26
1999/08,KBP5356M,London gold price in rand,[object Object],1571.27
1999/09,KBP5356M,London gold price in rand,[object Object],1599.89
