Date,Code,Description,Unit of Measure,Value
2014/03,KBP5806M,Gross gold and other foreign reserves,Millions US$,49454
2014/04,KBP5806M,Gross gold and other foreign reserves,Millions US$,49555
2014/05,KBP5806M,Gross gold and other foreign reserves,Millions US$,49209
2014/06,KBP5806M,Gross gold and other foreign reserves,Millions US$,48647
2014/07,KBP5806M,Gross gold and other foreign reserves,Millions US$,49890
2014/08,KBP5806M,Gross gold and other foreign reserves,Millions US$,49767
2014/09,KBP5806M,Gross gold and other foreign reserves,Millions US$,49130
2014/10,KBP5806M,Gross gold and other foreign reserves,Millions US$,48678
2014/11,KBP5806M,Gross gold and other foreign reserves,Millions US$,48540
2014/12,KBP5806M,Gross gold and other foreign reserves,Millions US$,49102
2015/01,KBP5806M,Gross gold and other foreign reserves,Millions US$,47611
2015/02,KBP5806M,Gross gold and other foreign reserves,Millions US$,47190
2015/03,KBP5806M,Gross gold and other foreign reserves,Millions US$,46437
2015/04,KBP5806M,Gross gold and other foreign reserves,Millions US$,47043
2015/05,KBP5806M,Gross gold and other foreign reserves,Millions US$,46446
2015/06,KBP5806M,Gross gold and other foreign reserves,Millions US$,46829
2015/07,KBP5806M,Gross gold and other foreign reserves,Millions US$,45823
2015/08,KBP5806M,Gross gold and other foreign reserves,Millions US$,46078
2015/09,KBP5806M,Gross gold and other foreign reserves,Millions US$,46126
2015/10,KBP5806M,Gross gold and other foreign reserves,Millions US$,46051
2015/11,KBP5806M,Gross gold and other foreign reserves,Millions US$,45140
2015/12,KBP5806M,Gross gold and other foreign reserves,Millions US$,45787
2016/01,KBP5806M,Gross gold and other foreign reserves,Millions US$,45119
2016/02,KBP5806M,Gross gold and other foreign reserves,Millions US$,45748
2016/03,KBP5806M,Gross gold and other foreign reserves,Millions US$,46770
2016/04,KBP5806M,Gross gold and other foreign reserves,Millions US$,46956
2016/05,KBP5806M,Gross gold and other foreign reserves,Millions US$,46081
2016/06,KBP5806M,Gross gold and other foreign reserves,Millions US$,46366
2016/07,KBP5806M,Gross gold and other foreign reserves,Millions US$,46157
2016/08,KBP5806M,Gross gold and other foreign reserves,Millions US$,45708
2016/09,KBP5806M,Gross gold and other foreign reserves,Millions US$,47247
2016/10,KBP5806M,Gross gold and other foreign reserves,Millions US$,47848
2016/11,KBP5806M,Gross gold and other foreign reserves,Millions US$,47043
2016/12,KBP5806M,Gross gold and other foreign reserves,Millions US$,47356
2017/01,KBP5806M,Gross gold and other foreign reserves,Millions US$,46666
2017/02,KBP5806M,Gross gold and other foreign reserves,Millions US$,46722
2017/03,KBP5806M,Gross gold and other foreign reserves,Millions US$,46588
2017/04,KBP5806M,Gross gold and other foreign reserves,Millions US$,46690
2017/05,KBP5806M,Gross gold and other foreign reserves,Millions US$,47242
2017/06,KBP5806M,Gross gold and other foreign reserves,Millions US$,47352
2017/07,KBP5806M,Gross gold and other foreign reserves,Millions US$,46746
2017/08,KBP5806M,Gross gold and other foreign reserves,Millions US$,46921
2017/09,KBP5806M,Gross gold and other foreign reserves,Millions US$,49384
2017/10,KBP5806M,Gross gold and other foreign reserves,Millions US$,48903
2017/11,KBP5806M,Gross gold and other foreign reserves,Millions US$,50297
2017/12,KBP5806M,Gross gold and other foreign reserves,Millions US$,50722
2018/01,KBP5806M,Gross gold and other foreign reserves,Millions US$,50501
2018/02,KBP5806M,Gross gold and other foreign reserves,Millions US$,50051
2018/03,KBP5806M,Gross gold and other foreign reserves,Millions US$,49979
2018/04,KBP5806M,Gross gold and other foreign reserves,Millions US$,49539
2018/05,KBP5806M,Gross gold and other foreign reserves,Millions US$,51146
2018/06,KBP5806M,Gross gold and other foreign reserves,Millions US$,50582
2018/07,KBP5806M,Gross gold and other foreign reserves,Millions US$,50511
2018/08,KBP5806M,Gross gold and other foreign reserves,Millions US$,49848
2018/09,KBP5806M,Gross gold and other foreign reserves,Millions US$,50394
2018/10,KBP5806M,Gross gold and other foreign reserves,Millions US$,50166
2018/11,KBP5806M,Gross gold and other foreign reserves,Millions US$,50672
2018/12,KBP5806M,Gross gold and other foreign reserves,Millions US$,51641
2019/01,KBP5806M,Gross gold and other foreign reserves,Millions US$,50832
2019/02,KBP5806M,Gross gold and other foreign reserves,Millions US$,50836
2019/03,KBP5806M,Gross gold and other foreign reserves,Millions US$,49679
2019/04,KBP5806M,Gross gold and other foreign reserves,Millions US$,49538
2019/05,KBP5806M,Gross gold and other foreign reserves,Millions US$,48329
2019/06,KBP5806M,Gross gold and other foreign reserves,Millions US$,49804
2019/07,KBP5806M,Gross gold and other foreign reserves,Millions US$,49360
2019/08,KBP5806M,Gross gold and other foreign reserves,Millions US$,49948
2019/09,KBP5806M,Gross gold and other foreign reserves,Millions US$,54856
2019/10,KBP5806M,Gross gold and other foreign reserves,Millions US$,54529
2019/11,KBP5806M,Gross gold and other foreign reserves,Millions US$,54893
2019/12,KBP5806M,Gross gold and other foreign reserves,Millions US$,55058
2020/01,KBP5806M,Gross gold and other foreign reserves,Millions US$,54613
2020/02,KBP5806M,Gross gold and other foreign reserves,Millions US$,54710
2020/03,KBP5806M,Gross gold and other foreign reserves,Millions US$,52428
2020/04,KBP5806M,Gross gold and other foreign reserves,Millions US$,53003
2020/05,KBP5806M,Gross gold and other foreign reserves,Millions US$,52769
2020/06,KBP5806M,Gross gold and other foreign reserves,Millions US$,52320
2020/07,KBP5806M,Gross gold and other foreign reserves,Millions US$,57876
2020/08,KBP5806M,Gross gold and other foreign reserves,Millions US$,55748
2020/09,KBP5806M,Gross gold and other foreign reserves,Millions US$,54420
2020/10,KBP5806M,Gross gold and other foreign reserves,Millions US$,53658
2020/11,KBP5806M,Gross gold and other foreign reserves,Millions US$,53760
2020/12,KBP5806M,Gross gold and other foreign reserves,Millions US$,55013
2021/01,KBP5806M,Gross gold and other foreign reserves,Millions US$,54801
2021/02,KBP5806M,Gross gold and other foreign reserves,Millions US$,53788
2021/03,KBP5806M,Gross gold and other foreign reserves,Millions US$,52995
2021/04,KBP5806M,Gross gold and other foreign reserves,Millions US$,53689
2021/05,KBP5806M,Gross gold and other foreign reserves,Millions US$,54139
2021/06,KBP5806M,Gross gold and other foreign reserves,Millions US$,54472
2021/07,KBP5806M,Gross gold and other foreign reserves,Millions US$,54464
2021/08,KBP5806M,Gross gold and other foreign reserves,Millions US$,58408
2021/09,KBP5806M,Gross gold and other foreign reserves,Millions US$,57058
2021/10,KBP5806M,Gross gold and other foreign reserves,Millions US$,57520
2021/11,KBP5806M,Gross gold and other foreign reserves,Millions US$,57618
2021/12,KBP5806M,Gross gold and other foreign reserves,Millions US$,57589
2022/01,KBP5806M,Gross gold and other foreign reserves,Millions US$,57199
2022/02,KBP5806M,Gross gold and other foreign reserves,Millions US$,57693
2022/03,KBP5806M,Gross gold and other foreign reserves,Millions US$,58163
2022/04,KBP5806M,Gross gold and other foreign reserves,Millions US$,60280
2022/05,KBP5806M,Gross gold and other foreign reserves,Millions US$,59258
2022/06,KBP5806M,Gross gold and other foreign reserves,Millions US$,58923
2022/07,KBP5806M,Gross gold and other foreign reserves,Millions US$,59509
2022/08,KBP5806M,Gross gold and other foreign reserves,Millions US$,59756
2022/09,KBP5806M,Gross gold and other foreign reserves,Millions US$,58891
2022/10,KBP5806M,Gross gold and other foreign reserves,Millions US$,58700
2022/11,KBP5806M,Gross gold and other foreign reserves,Millions US$,59877
2022/12,KBP5806M,Gross gold and other foreign reserves,Millions US$,60570
2023/01,KBP5806M,Gross gold and other foreign reserves,Millions US$,61864
2023/02,KBP5806M,Gross gold and other foreign reserves,Millions US$,61019
2023/03,KBP5806M,Gross gold and other foreign reserves,Millions US$,61851
2023/04,KBP5806M,Gross gold and other foreign reserves,Millions US$,61720
2023/05,KBP5806M,Gross gold and other foreign reserves,Millions US$,61296
2023/06,KBP5806M,Gross gold and other foreign reserves,Millions US$,61549
2023/07,KBP5806M,Gross gold and other foreign reserves,Millions US$,62212
2023/08,KBP5806M,Gross gold and other foreign reserves,Millions US$,61998
2023/09,KBP5806M,Gross gold and other foreign reserves,Millions US$,61131
2023/10,KBP5806M,Gross gold and other foreign reserves,Millions US$,60962
2023/11,KBP5806M,Gross gold and other foreign reserves,Millions US$,61721
2023/12,KBP5806M,Gross gold and other foreign reserves,Millions US$,62518
2024/01,KBP5806M,Gross gold and other foreign reserves,Millions US$,61188
2024/02,KBP5806M,Gross gold and other foreign reserves,Millions US$,61653
2024/03,KBP5806M,Gross gold and other foreign reserves,Millions US$,62323
2024/04,KBP5806M,Gross gold and other foreign reserves,Millions US$,61795
2024/05,KBP5806M,Gross gold and other foreign reserves,Millions US$,62087
2024/06,KBP5806M,Gross gold and other foreign reserves,Millions US$,62100
2024/07,KBP5806M,Gross gold and other foreign reserves,Millions US$,62269
2024/08,KBP5806M,Gross gold and other foreign reserves,Millions US$,63205
2024/09,KBP5806M,Gross gold and other foreign reserves,Millions US$,63633
2024/10,KBP5806M,Gross gold and other foreign reserves,Millions US$,63028
2024/11,KBP5806M,Gross gold and other foreign reserves,Millions US$,65859
2024/12,KBP5806M,Gross gold and other foreign reserves,Millions US$,65459
2025/01,KBP5806M,Gross gold and other foreign reserves,Millions US$,65876
2025/02,KBP5806M,Gross gold and other foreign reserves,Millions US$,66263
2025/03,KBP5806M,Gross gold and other foreign reserves,Millions US$,67450
2025/04,KBP5806M,Gross gold and other foreign reserves,Millions US$,67585
2025/05,KBP5806M,Gross gold and other foreign reserves,Millions US$,68116
