Date,Code,Description,Unit of Measure,Value
1993/08,KBP5806M,Gross gold and other foreign reserves,Millions US$,2085
1993/09,KBP5806M,Gross gold and other foreign reserves,Millions US$,1975
1993/10,KBP5806M,Gross gold and other foreign reserves,Millions US$,2102
1993/11,KBP5806M,Gross gold and other foreign reserves,Millions US$,2098
1993/12,KBP5806M,Gross gold and other foreign reserves,Millions US$,2676
1994/01,KBP5806M,Gross gold and other foreign reserves,Millions US$,2666
1994/02,KBP5806M,Gross gold and other foreign reserves,Millions US$,2535
1994/03,KBP5806M,Gross gold and other foreign reserves,Millions US$,2280
1994/04,KBP5806M,Gross gold and other foreign reserves,Millions US$,2067
1994/05,KBP5806M,Gross gold and other foreign reserves,Millions US$,1969
1994/06,KBP5806M,Gross gold and other foreign reserves,Millions US$,1940
1994/07,KBP5806M,Gross gold and other foreign reserves,Millions US$,2060
1994/08,KBP5806M,Gross gold and other foreign reserves,Millions US$,2188
1994/09,KBP5806M,Gross gold and other foreign reserves,Millions US$,2255
1994/10,KBP5806M,Gross gold and other foreign reserves,Millions US$,2560
1994/11,KBP5806M,Gross gold and other foreign reserves,Millions US$,2642
1994/12,KBP5806M,Gross gold and other foreign reserves,Millions US$,3129
1995/01,KBP5806M,Gross gold and other foreign reserves,Millions US$,3211
1995/02,KBP5806M,Gross gold and other foreign reserves,Millions US$,3427
1995/03,KBP5806M,Gross gold and other foreign reserves,Millions US$,3349
1995/04,KBP5806M,Gross gold and other foreign reserves,Millions US$,2803
1995/05,KBP5806M,Gross gold and other foreign reserves,Millions US$,3411
1995/06,KBP5806M,Gross gold and other foreign reserves,Millions US$,3403
1995/07,KBP5806M,Gross gold and other foreign reserves,Millions US$,3347
1995/08,KBP5806M,Gross gold and other foreign reserves,Millions US$,3256
1995/09,KBP5806M,Gross gold and other foreign reserves,Millions US$,3234
1995/10,KBP5806M,Gross gold and other foreign reserves,Millions US$,3281
1995/11,KBP5806M,Gross gold and other foreign reserves,Millions US$,3668
1995/12,KBP5806M,Gross gold and other foreign reserves,Millions US$,4300
1996/01,KBP5806M,Gross gold and other foreign reserves,Millions US$,4229
1996/02,KBP5806M,Gross gold and other foreign reserves,Millions US$,3813
1996/03,KBP5806M,Gross gold and other foreign reserves,Millions US$,3508
1996/04,KBP5806M,Gross gold and other foreign reserves,Millions US$,2669
1996/05,KBP5806M,Gross gold and other foreign reserves,Millions US$,2515
1996/06,KBP5806M,Gross gold and other foreign reserves,Millions US$,2600
1996/07,KBP5806M,Gross gold and other foreign reserves,Millions US$,2318
1996/08,KBP5806M,Gross gold and other foreign reserves,Millions US$,2245
1996/09,KBP5806M,Gross gold and other foreign reserves,Millions US$,2221
1996/10,KBP5806M,Gross gold and other foreign reserves,Millions US$,2183
1996/11,KBP5806M,Gross gold and other foreign reserves,Millions US$,2379
1996/12,KBP5806M,Gross gold and other foreign reserves,Millions US$,2200
1997/01,KBP5806M,Gross gold and other foreign reserves,Millions US$,2577
1997/02,KBP5806M,Gross gold and other foreign reserves,Millions US$,2793
1997/03,KBP5806M,Gross gold and other foreign reserves,Millions US$,2968
1997/04,KBP5806M,Gross gold and other foreign reserves,Millions US$,3241
1997/05,KBP5806M,Gross gold and other foreign reserves,Millions US$,4882
1997/06,KBP5806M,Gross gold and other foreign reserves,Millions US$,4891
1997/07,KBP5806M,Gross gold and other foreign reserves,Millions US$,4946
1997/08,KBP5806M,Gross gold and other foreign reserves,Millions US$,5530
1997/09,KBP5806M,Gross gold and other foreign reserves,Millions US$,5680
1997/10,KBP5806M,Gross gold and other foreign reserves,Millions US$,5671
1997/11,KBP5806M,Gross gold and other foreign reserves,Millions US$,5465
1997/12,KBP5806M,Gross gold and other foreign reserves,Millions US$,5844
1998/01,KBP5806M,Gross gold and other foreign reserves,Millions US$,5651
1998/02,KBP5806M,Gross gold and other foreign reserves,Millions US$,6257
1998/03,KBP5806M,Gross gold and other foreign reserves,Millions US$,6520
1998/04,KBP5806M,Gross gold and other foreign reserves,Millions US$,6478
1998/05,KBP5806M,Gross gold and other foreign reserves,Millions US$,6367
1998/06,KBP5806M,Gross gold and other foreign reserves,Millions US$,5685
1998/07,KBP5806M,Gross gold and other foreign reserves,Millions US$,5321
1998/08,KBP5806M,Gross gold and other foreign reserves,Millions US$,5056
1998/09,KBP5806M,Gross gold and other foreign reserves,Millions US$,5200
1998/10,KBP5806M,Gross gold and other foreign reserves,Millions US$,5367
1998/11,KBP5806M,Gross gold and other foreign reserves,Millions US$,5475
1998/12,KBP5806M,Gross gold and other foreign reserves,Millions US$,5388
1999/01,KBP5806M,Gross gold and other foreign reserves,Millions US$,5401
1999/02,KBP5806M,Gross gold and other foreign reserves,Millions US$,5305
1999/03,KBP5806M,Gross gold and other foreign reserves,Millions US$,5304
1999/04,KBP5806M,Gross gold and other foreign reserves,Millions US$,5527
1999/05,KBP5806M,Gross gold and other foreign reserves,Millions US$,5521
1999/06,KBP5806M,Gross gold and other foreign reserves,Millions US$,5803
1999/07,KBP5806M,Gross gold and other foreign reserves,Millions US$,5791
1999/08,KBP5806M,Gross gold and other foreign reserves,Millions US$,6139
1999/09,KBP5806M,Gross gold and other foreign reserves,Millions US$,6521
1999/10,KBP5806M,Gross gold and other foreign reserves,Millions US$,6940
1999/11,KBP5806M,Gross gold and other foreign reserves,Millions US$,7331
1999/12,KBP5806M,Gross gold and other foreign reserves,Millions US$,7372
2000/01,KBP5806M,Gross gold and other foreign reserves,Millions US$,7353
2000/02,KBP5806M,Gross gold and other foreign reserves,Millions US$,7401
2000/03,KBP5806M,Gross gold and other foreign reserves,Millions US$,7369
2000/04,KBP5806M,Gross gold and other foreign reserves,Millions US$,7308
2000/05,KBP5806M,Gross gold and other foreign reserves,Millions US$,7274
2000/06,KBP5806M,Gross gold and other foreign reserves,Millions US$,7486
2000/07,KBP5806M,Gross gold and other foreign reserves,Millions US$,7475
2000/08,KBP5806M,Gross gold and other foreign reserves,Millions US$,7488
2000/09,KBP5806M,Gross gold and other foreign reserves,Millions US$,7531
2000/10,KBP5806M,Gross gold and other foreign reserves,Millions US$,7502
2000/11,KBP5806M,Gross gold and other foreign reserves,Millions US$,7512
2000/12,KBP5806M,Gross gold and other foreign reserves,Millions US$,7534
2001/01,KBP5806M,Gross gold and other foreign reserves,Millions US$,7511
2001/02,KBP5806M,Gross gold and other foreign reserves,Millions US$,7544
2001/03,KBP5806M,Gross gold and other foreign reserves,Millions US$,7537
2001/04,KBP5806M,Gross gold and other foreign reserves,Millions US$,7525
2001/05,KBP5806M,Gross gold and other foreign reserves,Millions US$,7513
2001/06,KBP5806M,Gross gold and other foreign reserves,Millions US$,7485
2001/07,KBP5806M,Gross gold and other foreign reserves,Millions US$,7473
2001/08,KBP5806M,Gross gold and other foreign reserves,Millions US$,7476
2001/09,KBP5806M,Gross gold and other foreign reserves,Millions US$,7533
2001/10,KBP5806M,Gross gold and other foreign reserves,Millions US$,7499
2001/11,KBP5806M,Gross gold and other foreign reserves,Millions US$,7480
2001/12,KBP5806M,Gross gold and other foreign reserves,Millions US$,7471
2002/01,KBP5806M,Gross gold and other foreign reserves,Millions US$,7471
2002/02,KBP5806M,Gross gold and other foreign reserves,Millions US$,7529
2002/03,KBP5806M,Gross gold and other foreign reserves,Millions US$,7526
2002/04,KBP5806M,Gross gold and other foreign reserves,Millions US$,7558
2002/05,KBP5806M,Gross gold and other foreign reserves,Millions US$,7592
2002/06,KBP5806M,Gross gold and other foreign reserves,Millions US$,7558
2002/07,KBP5806M,Gross gold and other foreign reserves,Millions US$,7536
2002/08,KBP5806M,Gross gold and other foreign reserves,Millions US$,7528
2002/09,KBP5806M,Gross gold and other foreign reserves,Millions US$,7572
2002/10,KBP5806M,Gross gold and other foreign reserves,Millions US$,7549
2002/11,KBP5806M,Gross gold and other foreign reserves,Millions US$,7560
2002/12,KBP5806M,Gross gold and other foreign reserves,Millions US$,7636
2003/01,KBP5806M,Gross gold and other foreign reserves,Millions US$,7711
2003/02,KBP5806M,Gross gold and other foreign reserves,Millions US$,7790
2003/03,KBP5806M,Gross gold and other foreign reserves,Millions US$,7699
2003/04,KBP5806M,Gross gold and other foreign reserves,Millions US$,7675
2003/05,KBP5806M,Gross gold and other foreign reserves,Millions US$,7825
2003/06,KBP5806M,Gross gold and other foreign reserves,Millions US$,7715
2003/07,KBP5806M,Gross gold and other foreign reserves,Millions US$,7751
2003/08,KBP5806M,Gross gold and other foreign reserves,Millions US$,7773
2003/09,KBP5806M,Gross gold and other foreign reserves,Millions US$,7839
2003/10,KBP5806M,Gross gold and other foreign reserves,Millions US$,7835
2003/11,KBP5806M,Gross gold and other foreign reserves,Millions US$,7880
2003/12,KBP5806M,Gross gold and other foreign reserves,Millions US$,7968
2004/01,KBP5806M,Gross gold and other foreign reserves,Millions US$,7916
2004/02,KBP5806M,Gross gold and other foreign reserves,Millions US$,8185
2004/03,KBP5806M,Gross gold and other foreign reserves,Millions US$,9778
2004/04,KBP5806M,Gross gold and other foreign reserves,Millions US$,10007
2004/05,KBP5806M,Gross gold and other foreign reserves,Millions US$,10293
2004/06,KBP5806M,Gross gold and other foreign reserves,Millions US$,11210
2004/07,KBP5806M,Gross gold and other foreign reserves,Millions US$,11647
2004/08,KBP5806M,Gross gold and other foreign reserves,Millions US$,11871
2004/09,KBP5806M,Gross gold and other foreign reserves,Millions US$,12198
2004/10,KBP5806M,Gross gold and other foreign reserves,Millions US$,12845
2004/11,KBP5806M,Gross gold and other foreign reserves,Millions US$,14238
2004/12,KBP5806M,Gross gold and other foreign reserves,Millions US$,14733
2005/01,KBP5806M,Gross gold and other foreign reserves,Millions US$,14943
2005/02,KBP5806M,Gross gold and other foreign reserves,Millions US$,15435
2005/03,KBP5806M,Gross gold and other foreign reserves,Millions US$,15868
2005/04,KBP5806M,Gross gold and other foreign reserves,Millions US$,16042
2005/05,KBP5806M,Gross gold and other foreign reserves,Millions US$,17188
2005/06,KBP5806M,Gross gold and other foreign reserves,Millions US$,18679
2005/07,KBP5806M,Gross gold and other foreign reserves,Millions US$,18876
2005/08,KBP5806M,Gross gold and other foreign reserves,Millions US$,18961
2005/09,KBP5806M,Gross gold and other foreign reserves,Millions US$,19535
2005/10,KBP5806M,Gross gold and other foreign reserves,Millions US$,19691
2005/11,KBP5806M,Gross gold and other foreign reserves,Millions US$,19908
2005/12,KBP5806M,Gross gold and other foreign reserves,Millions US$,20650
2006/01,KBP5806M,Gross gold and other foreign reserves,Millions US$,22166
2006/02,KBP5806M,Gross gold and other foreign reserves,Millions US$,22454
2006/03,KBP5806M,Gross gold and other foreign reserves,Millions US$,22969
2006/04,KBP5806M,Gross gold and other foreign reserves,Millions US$,23842
2006/05,KBP5806M,Gross gold and other foreign reserves,Millions US$,24100
2006/06,KBP5806M,Gross gold and other foreign reserves,Millions US$,23950
2006/07,KBP5806M,Gross gold and other foreign reserves,Millions US$,24163
2006/08,KBP5806M,Gross gold and other foreign reserves,Millions US$,24441
2006/09,KBP5806M,Gross gold and other foreign reserves,Millions US$,24650
2006/10,KBP5806M,Gross gold and other foreign reserves,Millions US$,24550
2006/11,KBP5806M,Gross gold and other foreign reserves,Millions US$,25039
2006/12,KBP5806M,Gross gold and other foreign reserves,Millions US$,25613
2007/01,KBP5806M,Gross gold and other foreign reserves,Millions US$,25882
2007/02,KBP5806M,Gross gold and other foreign reserves,Millions US$,26343
2007/03,KBP5806M,Gross gold and other foreign reserves,Millions US$,26518
2007/04,KBP5806M,Gross gold and other foreign reserves,Millions US$,27022
2007/05,KBP5806M,Gross gold and other foreign reserves,Millions US$,27855
2007/06,KBP5806M,Gross gold and other foreign reserves,Millions US$,28279
2007/07,KBP5806M,Gross gold and other foreign reserves,Millions US$,29334
2007/08,KBP5806M,Gross gold and other foreign reserves,Millions US$,29836
2007/09,KBP5806M,Gross gold and other foreign reserves,Millions US$,30523
2007/10,KBP5806M,Gross gold and other foreign reserves,Millions US$,31761
2007/11,KBP5806M,Gross gold and other foreign reserves,Millions US$,32350
2007/12,KBP5806M,Gross gold and other foreign reserves,Millions US$,32979
2008/01,KBP5806M,Gross gold and other foreign reserves,Millions US$,33609
2008/02,KBP5806M,Gross gold and other foreign reserves,Millions US$,34203
2008/03,KBP5806M,Gross gold and other foreign reserves,Millions US$,34394
2008/04,KBP5806M,Gross gold and other foreign reserves,Millions US$,34283
2008/05,KBP5806M,Gross gold and other foreign reserves,Millions US$,34408
2008/06,KBP5806M,Gross gold and other foreign reserves,Millions US$,34854
2008/07,KBP5806M,Gross gold and other foreign reserves,Millions US$,35004
2008/08,KBP5806M,Gross gold and other foreign reserves,Millions US$,34332
2008/09,KBP5806M,Gross gold and other foreign reserves,Millions US$,34424
2008/10,KBP5806M,Gross gold and other foreign reserves,Millions US$,32908
2008/11,KBP5806M,Gross gold and other foreign reserves,Millions US$,33216
2008/12,KBP5806M,Gross gold and other foreign reserves,Millions US$,34099
2009/01,KBP5806M,Gross gold and other foreign reserves,Millions US$,33735
2009/02,KBP5806M,Gross gold and other foreign reserves,Millions US$,33779
2009/03,KBP5806M,Gross gold and other foreign reserves,Millions US$,34108
2009/04,KBP5806M,Gross gold and other foreign reserves,Millions US$,34047
2009/05,KBP5806M,Gross gold and other foreign reserves,Millions US$,35842
2009/06,KBP5806M,Gross gold and other foreign reserves,Millions US$,35760
2009/07,KBP5806M,Gross gold and other foreign reserves,Millions US$,35747
2009/08,KBP5806M,Gross gold and other foreign reserves,Millions US$,37953
2009/09,KBP5806M,Gross gold and other foreign reserves,Millions US$,39141
2009/10,KBP5806M,Gross gold and other foreign reserves,Millions US$,39788
2009/11,KBP5806M,Gross gold and other foreign reserves,Millions US$,40489
2009/12,KBP5806M,Gross gold and other foreign reserves,Millions US$,39706
2010/01,KBP5806M,Gross gold and other foreign reserves,Millions US$,39489
2010/02,KBP5806M,Gross gold and other foreign reserves,Millions US$,39439
2010/03,KBP5806M,Gross gold and other foreign reserves,Millions US$,42007
2010/04,KBP5806M,Gross gold and other foreign reserves,Millions US$,42341
2010/05,KBP5806M,Gross gold and other foreign reserves,Millions US$,41600
2010/06,KBP5806M,Gross gold and other foreign reserves,Millions US$,42203
2010/07,KBP5806M,Gross gold and other foreign reserves,Millions US$,43159
2010/08,KBP5806M,Gross gold and other foreign reserves,Millions US$,43133
2010/09,KBP5806M,Gross gold and other foreign reserves,Millions US$,44069
2010/10,KBP5806M,Gross gold and other foreign reserves,Millions US$,44200
2010/11,KBP5806M,Gross gold and other foreign reserves,Millions US$,43351
2010/12,KBP5806M,Gross gold and other foreign reserves,Millions US$,43834
2011/01,KBP5806M,Gross gold and other foreign reserves,Millions US$,45471
2011/02,KBP5806M,Gross gold and other foreign reserves,Millions US$,47311
2011/03,KBP5806M,Gross gold and other foreign reserves,Millions US$,49266
2011/04,KBP5806M,Gross gold and other foreign reserves,Millions US$,50602
2011/05,KBP5806M,Gross gold and other foreign reserves,Millions US$,50119
2011/06,KBP5806M,Gross gold and other foreign reserves,Millions US$,50041
2011/07,KBP5806M,Gross gold and other foreign reserves,Millions US$,50108
2011/08,KBP5806M,Gross gold and other foreign reserves,Millions US$,51449
2011/09,KBP5806M,Gross gold and other foreign reserves,Millions US$,49725
2011/10,KBP5806M,Gross gold and other foreign reserves,Millions US$,50345
2011/11,KBP5806M,Gross gold and other foreign reserves,Millions US$,49650
2011/12,KBP5806M,Gross gold and other foreign reserves,Millions US$,48860
2012/01,KBP5806M,Gross gold and other foreign reserves,Millions US$,51451
2012/02,KBP5806M,Gross gold and other foreign reserves,Millions US$,51889
2012/03,KBP5806M,Gross gold and other foreign reserves,Millions US$,50680
2012/04,KBP5806M,Gross gold and other foreign reserves,Millions US$,49942
2012/05,KBP5806M,Gross gold and other foreign reserves,Millions US$,48907
2012/06,KBP5806M,Gross gold and other foreign reserves,Millions US$,49218
2012/07,KBP5806M,Gross gold and other foreign reserves,Millions US$,49398
2012/08,KBP5806M,Gross gold and other foreign reserves,Millions US$,49991
2012/09,KBP5806M,Gross gold and other foreign reserves,Millions US$,50979
2012/10,KBP5806M,Gross gold and other foreign reserves,Millions US$,50678
2012/11,KBP5806M,Gross gold and other foreign reserves,Millions US$,50813
2012/12,KBP5806M,Gross gold and other foreign reserves,Millions US$,50735
2013/01,KBP5806M,Gross gold and other foreign reserves,Millions US$,51227
2013/02,KBP5806M,Gross gold and other foreign reserves,Millions US$,50374
2013/03,KBP5806M,Gross gold and other foreign reserves,Millions US$,50009
2013/04,KBP5806M,Gross gold and other foreign reserves,Millions US$,50307
2013/05,KBP5806M,Gross gold and other foreign reserves,Millions US$,48146
2013/06,KBP5806M,Gross gold and other foreign reserves,Millions US$,46979
2013/07,KBP5806M,Gross gold and other foreign reserves,Millions US$,47319
2013/08,KBP5806M,Gross gold and other foreign reserves,Millions US$,47947
2013/09,KBP5806M,Gross gold and other foreign reserves,Millions US$,50020
2013/10,KBP5806M,Gross gold and other foreign reserves,Millions US$,49705
2013/11,KBP5806M,Gross gold and other foreign reserves,Millions US$,49348
2013/12,KBP5806M,Gross gold and other foreign reserves,Millions US$,49587
2014/01,KBP5806M,Gross gold and other foreign reserves,Millions US$,49350
2014/02,KBP5806M,Gross gold and other foreign reserves,Millions US$,50137
