"Date","Price","Open","High","Low","Vol.","Change %"
"02/27/2025","53,068.59","53,676.62","53,834.66","52,973.48","","-1.03%"
"02/26/2025","53,623.30","53,652.57","53,990.34","53,240.95","","0.09%"
"02/25/2025","53,573.77","54,204.45","54,366.89","53,156.70","","-1.15%"
"02/24/2025","54,198.09","53,949.11","54,351.99","53,574.45","","0.72%"
"02/21/2025","53,808.33","53,912.75","54,133.88","53,484.98","","-0.22%"
"02/20/2025","53,925.95","54,357.48","54,740.14","53,782.05","","-0.67%"
"02/19/2025","54,288.12","54,023.48","54,634.64","53,799.23","","0.52%"
"02/18/2025","54,005.64","53,349.02","54,091.00","53,218.98","","1.20%"
"02/17/2025","53,364.95","52,937.23","53,616.88","52,830.19","","0.94%"
"02/14/2025","52,867.46","54,131.72","54,350.73","52,812.99","","-2.29%"
"02/13/2025","54,106.78","53,814.93","54,399.43","53,674.64","","0.58%"
"02/12/2025","53,794.61","53,581.25","53,862.80","53,000.44","","0.50%"
"02/11/2025","53,525.35","53,636.80","54,312.76","53,305.13","","-0.13%"
"02/10/2025","53,593.70","52,858.48","53,700.73","52,673.79","","1.72%"
"02/07/2025","52,685.09","52,666.61","53,185.14","52,538.14","","0.11%"
"02/06/2025","52,629.14","53,190.09","53,390.20","52,511.11","","-0.97%"
"02/05/2025","53,144.69","53,078.36","53,502.55","52,995.38","","0.13%"
"02/04/2025","53,075.27","52,714.60","53,271.80","52,586.58","","0.78%"
"02/03/2025","52,662.11","52,386.13","53,427.80","52,314.28","","0.80%"
"01/31/2025","52,242.29","51,946.66","52,566.96","51,779.79","","0.67%"
"01/30/2025","51,893.30","51,145.20","52,007.59","51,105.88","","1.58%"
"01/29/2025","51,084.12","51,662.77","51,763.31","50,941.93","","-0.95%"
"01/28/2025","51,574.68","51,337.03","51,750.66","51,167.04","","0.61%"
"01/27/2025","51,263.06","50,989.61","51,743.91","50,913.06","","0.62%"
"01/24/2025","50,945.55","51,010.98","51,239.36","50,723.90","","-0.03%"
"01/23/2025","50,961.07","50,967.74","51,191.54","50,693.07","","-0.03%"
"01/22/2025","50,974.53","50,808.82","51,147.16","50,698.25","","0.43%"
"01/21/2025","50,758.22","50,199.55","50,953.05","50,079.64","","1.19%"
"01/20/2025","50,162.53","50,665.29","50,918.11","50,096.75","","-0.91%"
"01/17/2025","50,624.89","51,104.05","51,181.52","50,535.59","","-0.81%"
"01/16/2025","51,040.74","50,650.80","51,386.29","50,481.52","","0.89%"
"01/15/2025","50,589.07","50,651.32","50,808.50","50,259.67","","-0.04%"
"01/14/2025","50,607.16","50,713.14","50,823.66","50,361.76","","-0.16%"
"01/13/2025","50,686.37","51,400.93","51,674.33","50,605.59","","-1.31%"
"01/10/2025","51,360.20","50,562.61","51,599.52","50,449.05","","1.71%"
"01/09/2025","50,497.30","50,309.05","50,658.83","50,194.11","","0.44%"
"01/08/2025","50,274.82","49,529.25","50,518.94","49,459.56","","1.64%"
"01/07/2025","49,464.19","48,994.45","49,695.92","48,879.45","","1.03%"
"01/06/2025","48,960.68","49,516.66","49,639.45","48,438.59","","-0.99%"
"01/03/2025","49,449.72","49,783.52","50,045.20","49,345.56","","-0.53%"
"01/02/2025","49,714.60","49,277.18","49,857.91","49,223.93","","1.00%"
"01/01/2025","49,221.93","49,527.44","49,556.82","49,263.00","","-0.48%"
"12/31/2024","49,460.43","48,992.34","49,708.66","48,865.82","374.27K","1.06%"
"12/30/2024","48,939.63","49,009.57","49,226.66","48,746.94","355.78K","0.00%"
"12/27/2024","48,938.46","49,599.15","49,731.89","48,762.23","346.84K","-1.18%"
"12/26/2024","49,524.85","48,843.27","49,850.07","48,755.86","352.64K","1.56%"
"12/25/2024","48,764.93","48,819.88","49,076.18","48,748.64","15.57K","0.04%"
"12/24/2024","48,747.42","48,490.55","48,932.06","48,372.54","322.08K","0.62%"
"12/23/2024","48,448.89","47,996.35","48,635.71","47,866.20","369.91K","1.03%"
"12/20/2024","47,953.91","47,744.43","48,417.68","47,626.39","389.53K","0.56%"
"12/19/2024","47,684.50","47,406.41","47,934.76","47,366.05","390.17K","0.68%"
"12/18/2024","47,364.55","47,885.11","48,001.98","47,366.32","370.02K","-0.98%"
"12/17/2024","47,833.03","47,385.11","48,017.45","47,258.59","351.47K","1.10%"
"12/16/2024","47,311.71","47,354.15","47,745.36","47,173.37","332.72K","0.03%"
"12/13/2024","47,298.45","47,733.33","47,931.41","47,276.40","368.07K","-0.80%"
"12/12/2024","47,678.17","48,099.91","48,192.92","47,547.95","380.22K","-0.80%"
"12/11/2024","48,062.24","47,975.35","48,272.74","47,616.33","374.18K","0.27%"
"12/10/2024","47,930.85","47,303.63","48,152.05","47,189.79","373.26K","1.41%"
"12/09/2024","47,263.03","47,450.71","47,783.54","47,189.48","362.03K","-0.46%"
"12/06/2024","47,479.27","47,419.89","47,711.32","47,130.25","386.22K","0.26%"
"12/05/2024","47,355.05","48,124.84","48,219.96","47,323.42","376.70K","-1.50%"
"12/04/2024","48,075.32","47,888.50","48,210.02","47,804.88","389.86K","0.56%"
"12/03/2024","47,805.67","47,866.38","48,130.32","47,704.43","","0.02%"
"12/02/2024","47,795.69","47,928.00","48,300.64","47,538.51","","-0.21%"
"11/29/2024","47,897.30","47,792.61","48,238.96","47,654.20","","0.32%"
"11/28/2024","47,742.22","47,977.54","48,318.85","47,724.91","","-0.40%"
"11/27/2024","47,934.27","47,888.31","48,248.02","47,692.86","","0.20%"
"11/26/2024","47,840.61","47,384.64","47,941.50","47,029.16","","1.17%"
"11/25/2024","47,286.63","49,156.21","49,174.66","47,169.23","","-3.70%"
"11/22/2024","49,103.30","48,311.81","49,205.86","48,277.68","","1.76%"
"11/21/2024","48,256.35","48,018.04","48,541.88","47,858.77","","0.49%"
"11/20/2024","48,022.08","47,518.93","48,089.68","47,372.14","","1.12%"
"11/19/2024","47,489.48","46,897.18","47,853.20","46,829.23","","1.36%"
